anv_verb;diaz_verb;rummad;galleg;saozneg
ezvenañ;ezven;d1;#galleg;#saozneg
ezvezañ;ezvez;d1;(s') absenter;#saozneg
ezvonegañ;ezvoneg;d1;#galleg;#saozneg
ezvorc'hañ;ezvorc'h;d1;#galleg;#saozneg
ezvoriñ;ezvor;d1;#galleg;#saozneg
ezvoudañ;ezvoud;d1;éradiquer;#saozneg
ezwerc'hañ;ezwerc'h;d1;#galleg;#saozneg
eñvoriñ;eñvor;d1;méditer, songer, se souvenir, se rappeller, repenser à, chercher à savoir, se repasser (qqc en mémoire), se souvenir;#saozneg
fablañ;fabl;d1;fabuler, affabuler, raconter;#saozneg
fablenniñ;fablenn;d1;#galleg;#saozneg
fabrikañ;fabrik;d1;fabriquer;#saozneg
fachañ;fach;d1;(se) fâcher;#saozneg
fadal;fad;d1;#galleg;#saozneg
faeañ;fae;d1;dédaigner, narguer, mépriser;#saozneg
faezhañ;faezh;d1;(s') abattre, se battre, (se) laisser (vaincre), crever, exténuer, fatiguer, épuiser;#saozneg
fagodenniñ;fagodenn;d1;fagoter (qqn), habiller ridiculement;#saozneg
fagodiñ;fagod;d1;faire des fagots (avec du bois de chauffage);#saozneg
failhañ;failh;d1;faillir, falloir (manquer, faillir);#saozneg
fakturenniñ;fakturenn;d1;facturer;#saozneg
falastrañ;falastr;d1;#galleg;#saozneg
falat;fal;d1;#galleg;#saozneg
falañ;fal;d1;#galleg;#saozneg
falc'hat;falc'h;d1;faucher, couper (la barbe), tuer, rafler, enlever avec force;#saozneg
faleiñ;fale;d1;#galleg;#saozneg
fallat;fall;d1;#galleg;#saozneg
fallañ;fall;d1;faiblir;#saozneg
fallennañ;fallenn;d1;#galleg;#saozneg
fallgaloniñ;fallgalon;d1;(se) décourager, perdre courage, se décourager, se rebuter;#saozneg
fallout;fall;d1;manquer, vouloir, falloir, défaillir, délinquer, commettre un délit, fauter, pêcher, être sur le point (de), faillir, menacer de;#saozneg
fallvarchañ;fallvarch;d1;gaffer (faire un faux-pas), broncher;#saozneg
fallvlaziñ;fallvlaz;d1;puer, sentir mauvais;#saozneg
fallvrudañ;fallvrud;d1;#galleg;#saozneg
fallvuntrañ;fallvuntr;d1;#galleg;#saozneg
fallwerzhañ;fallwerzh;d1;mévendre;#saozneg
fallwiskañ;fallwisk;d1;#galleg;#saozneg
falsakuziñ;falsakuz;d1;#galleg;#saozneg
falsañ;fals;d1;falsifier, truquer, fausser;#saozneg
falstamall;falstamall;d1;calomnier;#saozneg
falsvarchañ;falsvarch;d1;faire un faux pas, broncher, trébucher, (se) faire une entorse;#saozneg
falsveuliñ;falsveul;d1;#galleg;#saozneg
faltaziañ;faltazi;d1;(s') imaginer, fatasmer;#saozneg
falvezout;falvez;d1;vouloir;#saozneg
fankañ;fank;d1;crotter, salir (d'excréments, de boue);#saozneg
fankigellañ;fankigell;d1;patauger (dans la boue);#saozneg
faosiñ;faos;d1;fausser;#saozneg
faotañ;faot;d1;fauter, falloir, vouloir, (se) renverser, (s') extravaser, déborder, convenir;#saozneg
faoutañ;faout;d1;(se) fendre, mal prononcer, écorcher (une langue), faire parcourir (du chemin), se crevasser;#saozneg
faragouilhañ;faragouilh;d1;clabauder, dire des paroles indiscrètes;#saozneg
fardañ;fard;d1;gréer, fabriquer, composer, farder, préparer, apprêter (de la nourriture), écrire (un livre), fabriquer, construire, farder, attacher avec une grosse corde, charger (un navire), habiller avec soin;#saozneg
fardellañ;fardell;d1;retenir (ruisseau...), arrêter (l'eau) par un barrage, faire un barrage pour irriguer, arrêter;#saozneg
fardiñ;fard;d1;gréer, fabriquer, composer, farder, préparer, apprêter (de la nourriture), écrire (un livre), fabriquer, construire, farder, attacher avec une grosse corde, charger (un navire), habiller avec soin, mettre, poser;#saozneg
farleañ;farle;d1;amener et ramasser (aile de moulin...), ferler;#saozneg
farlokañ;farlok;d1;envelopper;#saozneg
farlotañ;farlot;d1;bien vivre, frelater, (s') amuser, (se) divertir, brimer;#saozneg
farlotiñ;farlot;d1;frelater, mêler, sophistiquer;#saozneg
farouellañ;farouell;d1;bouffonner, faire le bouffon, le saltimbanque, faire le baladin, le charlatan;#saozneg
farsal;fars;d1;plaisanter, se moquer;#saozneg
farsañ;fars;d1;farcir (cuisine), remplir de farce, assaisonner avec de la farce, remplir, emplir;#saozneg
farsellat;farsell;d1;badiner, plaisanter;#saozneg
fasadiñ;fasad;d1;claquer (qun), gifler (familier);#saozneg
fasat;fas;d1;#galleg;#saozneg
fastañ;fast;d1;(s') écoeurer, (se) blaser, (se) dégoûter (d'un mets), (se) lasser de qqc, dégoûter, vider;#saozneg
fatañ;fat;d1;(s') évanouir, (se) pâmer, tember en défaillance;#saozneg
fatigañ;fatig;d1;(s') épuiser, (s') évanouir;#saozneg
fatikañ;fatik;d1;défaillir, (s') évanouir, (se) fatiguer;#saozneg
fatrouzañ;fatrouz;d1;#galleg;#saozneg
favezañ;favez;d1;#galleg;#saozneg
favorizañ;favoriz;d1;favoriser;#saozneg
favoriñ;favor;d1;favoriser, traiter qqn par ferveur;#saozneg
faziañ;fazi;d1;faillir, falloir, manquer, (se) tromper, errer, faire défaut, manquer, délinquer, commettre un délit, faillir, égarer, perdre, faire se tromper (qqn), (s') égarer;#saozneg
feajiñ;feaj;d1;#galleg;#saozneg
febrañ;febr;d1;#galleg;#saozneg
fegañ;feg;d1;#galleg;#saozneg
feilhennañ;feilhenn;d1;#galleg;#saozneg
feilhetiñ;feilhet;d1;feuilleter (livre...);#saozneg
feizañ;feiz;d1;jurer (sur sa foi), assurer par serment, parjurer;#saozneg
feketat;feket;d1;farfouiller, travailler inefficacement;#saozneg
felestrañ;felestr;d1;#galleg;#saozneg
felladenniñ;felladenn;d1;commettre un délit;#saozneg
fellel;fellel;d1;manquer, vouloir, falloir, défaillir, délinquer, commettre un délit, fauter, pêcher, être sur le point (de), faillir, menacer de;#saozneg
fellout;fell;d1;manquer, vouloir, falloir, défaillir, délinquer, commettre un délit, fauter, pêcher, être sur le point (de), faillir, menacer de;#saozneg
feloniñ;felon;d1;enfler;#saozneg
feltrañ;feltr;d1;feutrer, répandre, verser (qqc. de solide, farine, grain, cendre), répandre, éparpiller, détériorer, distribuer;#saozneg
fenestrat;fenestr;d1;fenêtrer, flirter aux fenêtres;#saozneg
fennañ;fenn;d1;(s') épancher, (se) répandre, (verser), déborder, répandre, verser, éparpiller, diffuser;#saozneg
fentañ;fent;d1;feindre, feinter, imaginer, penser (que), inventer, forger;#saozneg
fentigellañ;fentigell;d1;blaguer, plaisanter;#saozneg
fentiñ;fent;d1;grimacer;#saozneg
ferañ;fer;d1;repasser, (s') enfuir, courrir à toutes jambes (L);#saozneg
fermañ;ferm;d1;fermer (un sac...), lacer;#saozneg
ferumiñ;feurm;d1;#galleg;#saozneg
feskenniñ;feskenn;d1;fasciner, botteler (agriculture), mettre en gerbes (V.);#saozneg
fesonat;feson;d1;#galleg;#saozneg
fesonañ;feson;d1;(se) façonner, apparaître, (se) déterminer, (se) présenter de telle ou telle façon;#saozneg
fesoniñ;feson;d1;façonner, apparaître, (se) déterminer (temps), (se) présenter de telle ou telle façon;#saozneg
festailhiñ;festailh;d1;festoyer, (se) fiancer, payer les frais d'une noce, festoyer, régaler, festiner, faire festin, être en fête, (se) régaler, faire bonne chère;#saozneg
festañ;fest;d1;fêter, festoyer, faire festin, (se) régaler;#saozneg
fetekiñ;fetek;d1;farfouiller, travailler inefficacement;#saozneg
fetisañ;fetis;d1;écrouir, (s') étoffer, faisander;#saozneg
fetizañ;fetiz;d1;rendre dense, lier une sauce;#saozneg
feudal;feud;d1;#galleg;#saozneg
feukañ;feuk;d1;botter (sport), asticoter, (se) froisser, pointer, frapper du bout d'un objet plus ou moins pointu, donner des bourrades, bourrer (qqn), choquer, froisser, (se) vexer (qqn), frapper en traître, fouiller (avec le bout d'un bâton), (se) fâcher;#saozneg
feulañ;feul;d1;frétiller, gambiller, (se) trémousser, grésiller, être pimpant, sémillant;#saozneg
feulzañ;feulz;d1;(s') emballer, moucher (en plt des animaux);#saozneg
feurañ;feur;d1;fourrer (garnir), mettre au fourreau, couvrir, garnir de fourrure, taxer, mettre dans une gaine, un fourreau, engaîner, traiter, passer un traité avec qqn;#saozneg
feurmiñ-prenañ;feurmiñ-pren;d1;#galleg;#saozneg
feuzañ;feuz;d1;#galleg;#saozneg
fiaouañ;fiaou;d1;#galleg;#saozneg
fiblañ;fibl;d1;latter (à coup de boucle), boucler (porcs en vannetais), neutraliser, battre, rosser, châtier, accabler, (se) combattre;#saozneg
fic'hañ;fic'h;d1;rire en dessous (en ayant peine à ne pas éclater), siffler de colère;#saozneg
fic'hellad;fic'hell;d1;minauder;#saozneg
fichañ;fich;d1;arranger, agiter, ajuster, apprêter, attacher, attifer, démener, disposer, dresser, fixer, fourgonner, frétiller, orner, parer, remuer, retoucher, préparer, habiller;#saozneg
fichellañ;fichell;d1;attiser le feu, fourgonner, remuer (baguette...), fourgonner, détiser, ôter les tisons du feu, ficher;#saozneg
fichennaouiñ;fichennaou;d1;cataloguer, ficher;#saozneg
fichennañ;fichenn;d1;ficher, fermer avec une fiche;#saozneg
fichfichal;fichfich;d1;agiter sans cesse, gigoter, remuer, frétiller;#saozneg
fichfichat;fichfich;d1;#galleg;#saozneg
fichfichañ;fichfich;d1;#galleg;#saozneg
fidelenniñ;fidelenn;d1;repriser (au fin de lin), fidéliser;#saozneg
fifilañ;fifil;d1;bouger, (comme un ver), avoir la bougeotte;#saozneg
figuzañ;figuz;d1;faire le difficile;#saozneg
filajañ;filaj;d1;veiller, faire la veillée, réussir;#saozneg
fileniñ;filen;d1;séduire, charmer, débaucher;#saozneg
filiennañ;filienn;d1;vocaliser, exercer la voix;#saozneg
filimiñ;filim;d1;être séduit par, séduire;#saozneg
filipat;filip;d1;piailler (moineaux);#saozneg
filligañ;fillig;d1;#galleg;#saozneg
filmañ;film;d1;filmer, tourner (un film);#saozneg
filozofiañ;filozofi;d1;philosopher;#saozneg
finchañ;finch;d1;feindre, prendre des aparences;#saozneg
findallañ;findall;d1;aveugler completement, jeter à la face et aux yeux;#saozneg
findaoniñ;findaon;d1;barder, bousiller, casser;#saozneg
finesiñ;fines;d1;#galleg;#saozneg
finfoeltrañ;finfoeltr;d1;foudroyer (bousiller) complètement, mettre en pièces, mettre en mille morceaux;#saozneg
finisañ;finis;d1;en finir, prendre fin, conclure, expirer;#saozneg
finouc'hellañ;finouc'hell;d1;vermiller, fouir, retourner (la terre) comme des porcs, labourer superficiellement;#saozneg
finvezañ;finvez;d1;finaliser;#saozneg
firbouchal;firbouch;d1;fureter;#saozneg
firitellat;firitell;d1;jouer des flûtes (courir), (s') agiter, ne plus tenir en place;#saozneg
fiselañ;fisel;d1;ficeler;#saozneg
fisselennañ;fisselenn;d1;ficeler, tracer (se presser);#saozneg
fistilhañ;fistilh;d1;babiller, bavarder, papoter;#saozneg
fistoulat;fistoul;d1;frétiller, peloter, flagorner, flatter bassement, remuer (la queue en plt d'un chien);#saozneg
fiziañsañ;fiziañs;d1;fiancer;#saozneg
fiziolañ;fiziol;d1;prendre pour filleul;#saozneg
fiñval;fiñv;d1;bouger, (se) déplacer;#saozneg
fiñvskeudenniñ;fiñvskeudenn;d1;cinématographier;#saozneg
flac'hadiñ;flac'had;d1;essaimer pour la 3e fois;#saozneg
flac'hañ;flac'h;d1;verser (en plt du blé);#saozneg
flachañ;flach;d1;bouger, remuer, mouvoir, déboutter;#saozneg
flaeriuzañ;flaeriuz;d1;#galleg;#saozneg
flakañ;flak;d1;perdre sa consistance, (se) plaquer, (s') affaisser;#saozneg
flammañ;flamm;d1;flamber, flamboyer, (s') enflammer, vaincre, prendre un teint vermeil, (s') irriter, chauffer (qqc.) à la flamme, terrasser, vaincre;#saozneg
flammenniñ;flammenn;d1;faire des flammes, faire des flammèche;#saozneg
flammflamminañ;flammflammin;d1;flamboyer;#saozneg
flammichañ;flammich;d1;faire des flammèches;#saozneg
flammijenniñ;flammijenn;d1;étinceler, faire des flammèches;#saozneg
flamminañ;flammin;d1;flamboyer, flamber;#saozneg
flamminennañ;flamminenn;d1;flamboyer;#saozneg
flapañ;flap;d1;battre des ailes, baratiner, jaboter, clavarder, chatter, converser;#saozneg
flapennañ;flapenn;d1;papoter, bavarder, pailler;#saozneg
flastrañ;flastr;d1;(s') écraser (déferler), fouler, donner, flanquer (un coup) sur, être roué de coups, vaincre, (s') écraser, crever, déferler;#saozneg
flatoullañ;flatoull;d1;cafarder (moucharder);#saozneg
flatrañ;flatr;d1;flatter, dénoncer, calmonier, rapporter en malice ce que font les autres, accuser;#saozneg
flañchañ;flañch;d1;(chirurgie) inciser (la chair);#saozneg
fleañ;fle;d1;devenir efflanqué, (se) coucher (en plt du blé sous l'effet du vent, de la pluie*), tomber (*);#saozneg
flemmadennañ;flemmadenn;d1;#galleg;#saozneg
flemmañ;flemm;d1;(se) piquer (en plt de plantes épineuses, d'insectes), cingler, censurer, engrosser, vacciner, élancer, causer des élancements, poindre, berner, duper, détracter, dire du mal (de), offenser, élancer, (se) rebiffer, bosser (fam.);#saozneg
flemmikañ;flemmik;d1;(se) piquer, engrosser;#saozneg
fleurachiñ;fleurach;d1;butiner;#saozneg
fleurisañ;fleuris;d1;fleurir, produire des fleurs;#saozneg
fleütal;fleüt;d1;jouer de la flûte, flûter, sonder (du beurre);#saozneg
fleütiñ;fleüt;d1;#galleg;#saozneg
flik-flokat;flik-flok;d1;#galleg;#saozneg
flikañ;flik;d1;clapoter, (s') agiter, bisquer;#saozneg
flikennat;flikenn;d1;aller et venir, (s') agiter sans cesse;#saozneg
flikflokat;flikflok;d1;faire flic flac;#saozneg
flinkañ;flink;d1;(re)jaillir;#saozneg
flioniñ;flion;d1;#galleg;#saozneg
flipañ;flip;d1;filer dehors, s'esquiver, voler adroitement, gruger, escroquer, attraper;#saozneg
flipennañ;flipenn;d1;médire, bavarder;#saozneg
flistrañ;flistr;d1;(faire) gicler, rabattre (gel...), jaillir, asperger;#saozneg
floc'hañ;floc'h;d1;(se) courtiser, faire la cour;#saozneg
flodañ;flod;d1;tromper, frauder, flotter, blouser, (s') écrouler, cajoler, flemmarder, carresser, cajoler, enjôler, faire de la contrebande;#saozneg
flojañ;floj;d1;manquer de consistance, être flasque, flotter, être flottant, être tremblant, manquer de consistance, avoir des jambes de coton, déraper;#saozneg
flojenniñ;flojenn;d1;(s') héberger;#saozneg
flokignat;flokign;d1;clapoter;#saozneg
floupañ;floup;d1;gober;#saozneg
flourañ;flour;d1;caresser, polir (une surface rugueuse), perfectionner, amener à la perfection, ameublir, caresser, glisser légèrement, (se) radoucir;#saozneg
flourdilizañ;flourdiliz;d1;orner de fleur de lis, fleurdeliser, fleurdelyser;#saozneg
flouretañ;flouret;d1;courtiser, conter fleurette, flirter;#saozneg
flouretiñ;flouret;d1;courtiser, conter fleurette, flirter;#saozneg
flourikat;flourik;d1;caresser;#saozneg
fluañ;flu;d1;fluer, rosser, couler;#saozneg
fludennañ;fludenn;d1;jaser, médire, espionner, épier quelqu'un adroitement;#saozneg
flummañ;flumm;d1;rosser, bosser, bâfrer, abonder en flegme, en pituite;#saozneg
flutañ;flut;d1;bazarder, goupiller, (s') accroupir, mettre bas, raviver le feu, mettre bas, pondre, (se) coucher, (se) plumer, (se) pager, (s') accroupir;#saozneg
foeltradiñ;foeltrad;d1;proférer des jurons, dire des imprécations, jurer;#saozneg
foeltrañ;foeltr;d1;foudroyer, esquinter, ficher, foutre, abîmer, dilapider, dissiper, détériorer, foncer, foudroyer, gaspiller, tirer, envoyer, démolir, casser, donner, foutre, crever;#saozneg
foennat;foenn;d1;faner (le foin);#saozneg
foerañ;foer;d1;#galleg;#saozneg
foetañ;foet;d1;#galleg;#saozneg
foeñviñ;foeñv;d1;(s') enfler (en plt d'un liquide), gonfler, bouffir (par l'orgueil), (se) vanter, faire le vaniteux;#saozneg
fojal;foj;d1;fouir, fouger, tiercer (la terre);#saozneg
fojañ;foj;d1;#galleg;#saozneg
fojiñ;foj;d1;fouger, faire un 3e labour;#saozneg
fokedal;foked;d1;#galleg;#saozneg
fokusañ;fokus;d1;focuser, mise au point optique;#saozneg
foleat;fole;d1;#galleg;#saozneg
foleañ;fole;d1;#galleg;#saozneg
folkennat;folkenn;d1;#galleg;#saozneg
follañ;foll;d1;rendre ou devenir fou (de joie), (s') affoler, disputer, (s') emporter, (s') amouracher, (s') animer, (se) déchaîner;#saozneg
follennañ;follenn;d1;feuilleter;#saozneg
folotenniñ;folotenn;d1;#galleg;#saozneg
fonnañ;fonn;d1;abonder, être avantageux, réussir, pourvoir (à), augmenter;#saozneg
fontañ;font;d1;fonder, (s') effondrer, (s') enliser, fondre, dissiper, abîmer, défaire, faire les fondations d'une maison, défaire, dépenser, dilapider, dissiper, digérer, détruire, ravager, esquinter, fondre;#saozneg
foranañ;foran;d1;prodiguer, mettre sens dessus dessous, dissiper (des biens), dissiper, gaspiller;#saozneg
forbanisañ;forbanis;d1;#galleg;#saozneg
forbannañ;forbann;d1;bannir, forbannir;#saozneg
forbuañ;forbu;d1;(devenir, rendre) fourbu, (s') irriter (jambes), rendre difforme, estropié, contrefait, déformer, défigurer;#saozneg
forbuiñ;forbu;d1;(devenir, rendre) fourbu, (s') irriter (jambes), rendre difforme, estropié, contrefait, déformer, défigurer;#saozneg
forc'hañ;forc'h;d1;fourcher, frapper, attaquer avec une fourche, exclure;#saozneg
forjañ;forj;d1;forger (façonner au marteau, des histoires), fabriquer, inventer;#saozneg
forsiñ;fors;d1;forcer (tous sens);#saozneg
forzhañ;forzh;d1;forcer, violer (sexuellement), violenter, contrefaire, emporter par effort;#saozneg
fotañ;fot;d1;déborder, répandre, renverser;#saozneg
foueskañ;fouesk;d1;#galleg;#saozneg
fougasiñ;fougas;d1;(se) targuer, (se) vanter, (s') empresser;#saozneg
fougeal;fouge;d1;(se) vanter, (se) flatter, faire des louanges, les éloges de qqn, crâner;#saozneg
fouilhañ;fouilh;d1;fouiller, chercher;#saozneg
fouilhezañ;fouilhez;d1;faire du feuillage, parsemer (étaler), éparpiller, dilapider, dissiper, feuiller;#saozneg
foulañ;foul;d1;fouler, presser (de travail), écraser, opprimer;#saozneg
foulinañ;foulin;d1;feutrer;#saozneg
founilhañ;founilh;d1;entonner (verser), mettre en barrique;#saozneg
fourchiñ;fourch;d1;enjamber, fourcher, manger les mots;#saozneg
fourdouilhat;fourdouilh;d1;barboter (patouiller), toucher à tout, fouiller, farfouiller;#saozneg
fourgadenniñ;fourgadenn;d1;#galleg;#saozneg
fourgadiñ;fourgad;d1;#galleg;#saozneg
fourgasiñ;fourgas;d1;agiter, troubler (l'esprit), taquiner, harceler, (se) tracasser;#saozneg
fournisañ;fournis;d1;fournir;#saozneg
fourrañ;fourr;d1;fourrer, planter, reprendre coefficient, de l'intensité (marée, vent...), forcir, introduire, enfoncer, loger, enterrer, enfouir, remplir, (s') enfoncer, (se) fourrer, (se) loger, (s') engouffrer;#saozneg
foutouilhat;foutouilh;d1;barboter;#saozneg
fouzhañ;fouzh;d1;foutre, baiser;#saozneg
fozellat;fozell;d1;former fossé, creuser, remuer, agiter, fouiller;#saozneg
foñsañ;foñs;d1;constituer le plancher (d'une pièce), foncer mettre un fond à (un récipient), mettre un fond à (un pantalon);#saozneg
fraeañ;frae;d1;fesser, taper, rosser, corriger, frapper, souffler fort (en plt du vent), geler fort (en plt de la glace);#saozneg
frailhañ;frailh;d1;(se) fissurer, (se) fêler, fendiller, gercer, lézarder, (se) fendre, (se) fissurer, (se) casser;#saozneg
frammañ;framm;d1;charpenter, (se) structurer, (loc.) fourrer, bouter, bâtir, charpenter, emplir, formaliser, joindre, monter (film), pousser;#saozneg
franchizañ;franchiz;d1;franchiser;#saozneg
frankizañ;frankiz;d1;libéraliser, affranchir (un courrier);#saozneg
fraostat;fraost;d1;#galleg;#saozneg
fraoulat;fraoul;d1;matraquer, fracasser, frapper à coups redoublés, assommer;#saozneg
fraoñval;fraoñv;d1;vibrer (vrombir);#saozneg
frapañ;frap;d1;tirer à soi;#saozneg
fraskellañ;fraskell;d1;péter, faire un pet foireux et traînant;#saozneg
frañchizañ;frañchiz;d1;affranchir (courrier), libérer, franchiser;#saozneg
frañsezañ;frañsez;d1;franciser;#saozneg
frealziñ;frealz;d1;délivrer (une femme enceinte), (se) consoler, soulager, réconforter;#saozneg
fregañ;freg;d1;(se) déchirer, (mer) battre, démolir, défaire, déchirer, briser, casser;#saozneg
freilhañ;freilh;d1;frapper avec un fléau, battre quelqu'un avec le fléau de fer;#saozneg
frejañ;frej;d1;agiter (les hanches*), mouvoir (*), éparpiller, disperser;#saozneg
frekantiñ;frekant;d1;fréquenter;#saozneg
frelatiñ;frelat;d1;frelater;#saozneg
freneziañ;frenezi;d1;être pris de frénésie, de fureur, frissoner, tomber en syncope, révasser;#saozneg
fresañ;fres;d1;fraiser, herser;#saozneg
freselat;fresel;d1;repriser;#saozneg
freskañ;fresk;d1;rafraîchir, fraîchir, blanchir (qqn), laver son linge, corriger physiquement;#saozneg
fretañ;fret;d1;affrêter, succomber sous le frêt, tirailler, cercler (des sabots);#saozneg
fretenniñ;fretenn;d1;fretter, cercler, ceinturer;#saozneg
freuzañ;freuz;d1;démolir, annuler, briser, (se) défaire, (se) rompre, déchirer, rompre, briser, herser, défricher, rompre, liquider, résilier, dénoncer, abolir;#saozneg
frezilhonañ;frezilhon;d1;garnir de falbala, franger;#saozneg
friantañ;friant;d1;être sensuel;#saozneg
friantellat;friantell;d1;(se) dévergonder;#saozneg
frifurchal;frifurch;d1;mettre son nez partout;#saozneg
frigasañ;frigas;d1;écrabouiller, mal dépenser, fracasser, briser, gaspiller, prodiger, écraser, fricasser;#saozneg
frigat;frig;d1;pisser;#saozneg
frikañ;frik;d1;écraser, arracher, écorcher, mixer;#saozneg
frikotañ;frikot;d1;fricoter, banqueter;#saozneg
frimañ;frim;d1;givrer, verglacer, faire du verglas;#saozneg
fringal;fring;d1;caracoler, gambader, frimer (regimber), gambiller, ruer, crâner, courir, folâtrer;#saozneg
fringalañ;fringal;d1;#galleg;#saozneg
fringellat;fringell;d1;faire la coquette, folâtrer;#saozneg
fringoliñ;fringol;d1;triller, fredonner;#saozneg
frinjinañ;frinjin;d1;#galleg;#saozneg
frinkal;frink;d1;regimber;#saozneg
frinkat;frink;d1;#galleg;#saozneg
frinkañ;frink;d1;(faire) sauter (alimentation);#saozneg
fripal;frip;d1;gaspiller, bâfrer, plagier, manger goulûment, fripper, gloutonner, avaler gloutonnement;#saozneg
fripañ;frip;d1;dissiper (de l'argent, des biens), plagier;#saozneg
friponat;fripon;d1;faire le fripon, escroquer, friponner;#saozneg
friponiñ;fripon;d1;#galleg;#saozneg
fritañ;frit;d1;frire, claquer (gaspiller);#saozneg
frizachañ;frizach;d1;#galleg;#saozneg
frizañ;friz;d1;friser, papillonner, filer, foncer, aller très vite, flotter (avec vent faible), être agité par le vent;#saozneg
frizenniñ;frizenn;d1;former (des frisettes, des fissures), (se) crevasser;#saozneg
fromañ;from;d1;(s') émouvoir, (s') impressionner, être effrayé, émouvoir, effrayer;#saozneg
frometañ;fromet;d1;#galleg;#saozneg
frometiñ;fromet;d1;#galleg;#saozneg
fronal;fron;d1;renifler;#saozneg
frondiñ;frond;d1;aromatiser, parfumer, frantal (puer), sentir (une fleur), exhaler une bonne odeur, fleurer, embaumer;#saozneg
fronellat;fronell;d1;#galleg;#saozneg
fronellañ;fronell;d1;nasiller;#saozneg
froniñ;fron;d1;renâcler, renifler;#saozneg
fropikat;fropik;d1;#galleg;#saozneg
frotañ;frot;d1;dont rosser, (se) frotter (à), avoir des rapports, masser, cirer, dépenser, caresser, peloter, battre, rosser;#saozneg
froudañ;froud;d1;cascader, courir en tous sens (vaches...), moucher (en plt du bétail), courrir çà et là (vaches);#saozneg
froudennañ;froudenn;d1;faire des fredaines, avoir des caprices;#saozneg
frouezhigiñ;frouezhig;d1;féconder;#saozneg
frouezhiñ;frouezh;d1;fructifier;#saozneg
frouiñ;frou;d1;#galleg;#saozneg
froumal;froum;d1;vibrer, bourdonner;vibrate
froñsal;froñs;d1;renifler;#saozneg
fruiat;frui;d1;être emporté par les embruns;#saozneg
frukañ;fruk;d1;écraser, frotter;#saozneg
fuañ;fu;d1;fuir, épandre, (se) répandre (subtilement), perdre de l'air (pneu, etc), être abanndonnée (terre);#saozneg
fuc'hañ;fuc'h;d1;(en plt de serpents, de chats) siffler, cracher de colère, (en plt de qqn) écumer (de colère), fuser (en plt d'insultes, de paroles, etc);#saozneg
fuchañ;fuch;d1;abattre (des arbres);#saozneg
fuilhañ;fuilh;d1;(s') emmêler, (se) répandre, éparpiller, crépir, répandre (de la joie, etc), (se) disperser;#saozneg
fuinañ;fuin;d1;#galleg;#saozneg
fuketal;fuket;d1;fouiner;#saozneg
fulenniñ;fulenn;d1;faire des étincelles, jeter des étincelles, étinceler, pétiller;#saozneg
fuloriñ;fulor;d1;(s') énerver, (se) congestionner, (se) mettre en fureur (en plt de qqn), se déchaîner;#saozneg
fumañ;fum;d1;(s') irriter (s') enflammer, fumer, (se) mettre en colère;#saozneg
furchal;furch;d1;fouiller, peigner, coiffer, passer au peigne fin, parcourir, explorer;#saozneg
furediñ;fured;d1;fureter, chasser avec un furet, chercher;#saozneg
furgutañ;furgut;d1;farfouiller;#saozneg
furikat;furik;d1;fureter, chasser au furet, fouiller;#saozneg
furluc'hañ;furluc'h;d1;soulever ou lancer de la poussière;#saozneg
furlukinat;furlukin;d1;cabotiner;#saozneg
furmaozañ;furmaoz;d1;mise en forme de qqch;#saozneg
furmiñ;furm;d1;(se) former, nouer;#saozneg
fustañ;fust;d1;fustiger, fesser, enfûter, prendre goût de fût, mettre une crosse, hampe..., détaler, battre qqn avec qqc, fustiger;#saozneg
fuzuilhañ;fuzuilh;d1;fusiller;#saozneg
gadañ;gad;d1;levretter, mettre bas (en plt de la femelle du lièvre);#saozneg
gagennañ;gagenn;d1;(s') égosiller, perdre la voix à force de crier;#saozneg
gagilhaodiñ;gagilhaod;d1;bredouiller, babiller, bégayer;#saozneg
gagiñ;gag;d1;bredouiller, bégayer;#saozneg
gagouilhat;gagouilh;d1;bredouiller;#saozneg
galenniñ;galenn;d1;devenir galeux;#saozneg
galfrezañ;galfrez;d1;gaufrer;#saozneg
gallegachañ;gallegach;d1;parler (du mauvais) français;speak (bad) french
gallegañ;galleg;d1;parler français;speak french
galloudegañ;galloudeg;d1;donner procuration à;#saozneg
gallout;gall;d1;pouvoir;#saozneg
galoupat;galoup;d1;galoper, courir, écumer (mers), vagabonder, parcourir, poursuivre, réciter rapidement;#saozneg
galousiñ;galous;d1;rendre ou devenir galeux, tacher;#saozneg
galoñsañ;galoñs;d1;galonner;#saozneg
galziñ;galz;d1;amasser, extraire (en amassant);#saozneg
ganuzañ;ganuz;d1;traîner sur les mots, malmener, maltraîter, brutaliser;#saozneg
gaolgammañ;gaolgamm;d1;boiter des deux côtés, (se) déhancher;#saozneg
gaoliñ;gaol;d1;(se) fourcher;#saozneg
gaouiadiñ;gaouiad;d1;mentir;#saozneg
gaouiardiñ;gaouiard;d1;affabuler, mentir;#saozneg
gaouiñ;gaou;d1;causer du tort à qqn, des dommages à qqc;#saozneg
gaouzanañ;gaouzan;d1;miter;#saozneg
gaozanañ;gaozan;d1;#galleg;#saozneg
garanañ;garan;d1;rainurer, jabler, graver, rayer, inscrire, canneler, mortaiser;#saozneg
garchennat;garchenn;d1;échauffer, importuner, agacer, écorcher;#saozneg
garchenniñ;garchenn;d1;échauffer (chair & fig.);#saozneg
gardennañ;gardenn;d1;mettre en litière, (fig.) faire litière (de...), mettre en désordre, éparpiller, faire du désordre;#saozneg
